0.00	1053.24
1.00	1053.24
2.00	1053.24
3.00	933.87
4.00	985.37
5.00	999.41
6.00	929.19
7.00	1015.79
8.00	945.58
9.00	929.19
10.00	919.83
11.00	931.53
12.00	887.06
13.00	952.60
14.00	959.62
15.00	945.58
16.00	961.96
17.00	954.94
18.00	964.30
19.00	992.39
20.00	1027.50
21.00	1020.47
22.00	992.39
23.00	1032.18
24.00	1118.78
25.00	1373.89
26.00	1341.13
27.00	1385.60
28.00	1502.62
29.00	1504.96
30.00	1472.20
31.00	1530.71
32.00	1514.33
33.00	1544.75
34.00	1516.67
35.00	1486.24
36.00	1582.20
37.00	1519.01
38.00	1502.62
39.00	1540.07
40.00	1577.52
41.00	1629.01
42.00	1558.80
43.00	1596.25
44.00	1654.76
45.00	1610.29
46.00	1638.38
47.00	1659.44
48.00	1582.20
49.00	1682.85
50.00	1593.90
51.00	1732.00
52.00	1659.44
53.00	1631.35
54.00	1661.78
55.00	1645.40
56.00	1689.87
57.00	1680.50
58.00	1673.48
59.00	1724.97
60.00	1710.93
61.00	1781.15
62.00	1645.40
63.00	1774.13
64.00	1767.10
65.00	1657.10
66.00	1701.57
67.00	1771.79
68.00	1715.61
69.00	1797.53
70.00	1736.68
71.00	1837.32
72.00	1849.02
73.00	1797.53
74.00	1767.10
75.00	1804.55
76.00	1785.83
77.00	1818.60
78.00	1809.23
79.00	1839.66
80.00	1774.13
81.00	1879.45
82.00	1937.96
83.00	1851.36
84.00	1820.94
85.00	1778.81
86.00	1851.36
87.00	1888.81
88.00	1905.20
89.00	1942.64
90.00	1839.66
91.00	1914.56
92.00	1867.75
93.00	1870.09
94.00	1898.17
95.00	1923.92
96.00	1865.41
97.00	1949.67
98.00	2052.65
99.00	1898.17
100.00	1998.82
101.00	1933.28
102.00	1975.41
103.00	1966.05
104.00	1968.39
105.00	1970.73
106.00	2054.99
107.00	2008.18
108.00	1987.11
109.00	1947.33
110.00	2005.84
111.00	1980.09
112.00	1872.43
113.00	2024.56
114.00	2059.67
115.00	2026.90
116.00	2003.50
117.00	2127.55
118.00	2092.44
119.00	2085.42
120.00	2064.35
121.00	2125.21
122.00	2115.84
123.00	2062.01
124.00	2195.42
125.00	2132.23
126.00	2200.10
127.00	2207.13
128.00	2237.55
129.00	2045.63
130.00	2101.80
131.00	2218.83
132.00	2256.28
133.00	2251.60
134.00	2176.70
135.00	2272.66
136.00	2289.04
137.00	2221.17
138.00	2342.88
139.00	2366.28
140.00	2300.75
141.00	2141.59
142.00	2382.67
143.00	2382.67
144.00	2335.85
145.00	2298.41
146.00	2319.47
147.00	2413.09
148.00	2441.18
149.00	2377.98
150.00	2417.77
151.00	2406.07
152.00	2408.41
153.00	2328.83
154.00	2532.46
155.00	2445.86
156.00	2436.50
157.00	2499.69
158.00	2600.34
159.00	2560.55
160.00	2471.61
161.00	2544.16
162.00	2473.95
163.00	2541.82
164.00	2590.97
165.00	2637.78
166.00	2581.61
167.00	2609.70
168.00	2689.28
169.00	2672.89
170.00	2731.41
171.00	2567.57
172.00	2658.85
173.00	2647.15
174.00	2672.89
175.00	2787.58
176.00	2775.88
177.00	2696.30
