0, 1972
1, 2087
2, 2035
3, 2021
4, 2008
5, 1954
6, 1945
7, 1927
8, 1946
9, 1970
10, 2015
11, 2014
12, 2087
13, 2045
14, 2109
15, 2085
16, 2049
17, 2061
18, 2128
19, 2142
20, 2192
21, 2072
22, 2132
23, 2110
24, 2057
25, 2090
26, 2172
27, 2178
28, 2187
29, 2188
30, 2263
31, 2228
32, 2231
33, 2183
34, 2162
35, 2129
36, 2140
37, 2133
38, 2139
39, 2167
40, 1958
41, 1880
42, 1934
43, 2219
44, 2353
45, 2413
46, 2522
47, 2553
48, 2497
49, 2540
50, 2686
51, 2587
52, 2694
53, 2696
54, 2728
55, 2639
56, 2677
57, 2625
58, 2680
59, 2748
60, 2693
61, 2676
62, 2748
63, 2808
64, 2810
65, 2734
66, 2746
67, 2856
68, 2918
69, 2803
70, 2815
71, 2741
72, 2816
73, 2861
74, 2945
75, 2829
76, 2920
77, 2890
78, 2854
79, 2858
80, 2884
81, 2954
82, 2903
83, 3015
84, 2991
85, 3034
86, 3021
87, 2985
88, 3129
89, 3001
90, 2891
91, 3034
92, 3072
93, 3084
94, 3036
95, 3061
96, 3031
97, 3026
98, 3070
99, 3152
100, 3156
101, 3121
102, 3077
103, 3019
104, 3086
105, 3092
106, 3026
107, 3070
108, 3149
109, 3125
110, 3076
111, 2971
112, 2997
113, 2820
114, 2766
115, 2904
116, 3093
117, 3022
118, 3176
119, 3205
120, 3192
121, 3144
122, 3097
123, 3244
124, 3090
125, 3156
126, 3144
127, 3146
128, 2970
129, 2799
130, 2858
131, 3092
132, 3129
133, 3061
134, 3107
135, 3171
136, 3170
137, 3138
138, 3158
139, 3091
140, 3071
141, 3195
142, 3189
143, 3235
144, 3131
145, 3131
146, 3161
147, 3126
148, 3055
149, 3071
150, 3181
151, 3140
152, 3079
153, 3077
154, 3161
155, 3212
156, 3172
157, 3197
158, 3272
159, 3198
160, 3026
161, 2838
162, 3006
163, 3198
164, 3129
165, 3063
166, 3131
167, 3105
168, 3133
169, 3150
170, 3075
171, 2973
172, 3020
173, 3048
174, 3059
175, 2975
176, 3022
177, 3140
178, 3122
179, 3059
180, 2975
181, 3041
182, 3108
183, 3033
184, 2919
185, 3139
186, 2880
187, 3014
188, 2930
189, 2967
190, 3041
191, 3010
192, 3069
193, 3031
194, 3005
195, 2996
196, 3205
197, 3296
198, 3309
199, 3180
200, 3186
201, 3102
202, 3320
203, 3288
204, 3236
205, 3149
206, 3069
207, 3040
208, 3066
209, 3262
210, 3178
211, 3244
212, 3152
213, 3071
214, 3189
215, 3265
216, 3228
217, 3254
218, 3301
219, 3350
220, 3362
221, 3310
222, 3341
223, 3332
224, 3359
225, 3353
226, 3353
227, 3394
228, 3606
229, 3507
230, 3444
231, 3468
232, 3541
233, 3625
234, 3593
235, 3530
236, 3642
237, 3566
238, 3540
239, 3476
240, 3379
241, 3365
242, 3391
243, 3376
244, 3476
245, 3369
246, 3482
247, 3507
248, 3510
249, 3446
250, 3476
251, 3549
252, 3713
253, 3661
254, 3637
255, 3534
256, 3534
257, 3528
258, 3504
259, 3492
260, 3477
261, 3505
262, 3602
263, 3490
264, 3520
265, 3480
266, 3538
267, 3497
268, 3361
269, 3148
270, 2880
271, 2963
272, 3216
273, 3536
274, 3540
275, 3626
276, 3559
277, 3616
278, 3416
279, 3522
280, 3549
281, 3681
282, 3638
283, 3782
284, 3697
285, 3688
286, 3762
287, 3753
288, 3647
289, 3650
290, 3602
291, 3569
292, 3546
293, 3473
294, 3419
295, 3191
296, 3188
297, 3365
298, 3472
299, 3479
300, 3497
301, 3422
302, 3358
303, 3346
304, 3331
305, 3436
306, 3391
307, 3377
308, 3335
309, 3299
310, 3500
311, 3299
312, 3116
313, 2925
314, 2967
315, 2996
316, 3125
317, 3258
318, 3174
319, 3085
320, 3132
321, 3224
322, 3143
323, 3049
324, 2930
325, 2912
326, 3014
327, 2957
328, 2954
329, 2825
330, 2936
331, 2983
332, 2926
333, 2847
334, 2800
335, 2874
336, 3003
337, 3051
338, 2779
339, 2778
340, 2689
341, 2551
342, 2625
343, 2789
344, 2809
345, 2826
346, 2773
347, 2752
348, 2712
349, 2780
350, 2793
351, 2780
352, 2778
353, 2690
354, 2636
355, 2512
356, 2660
357, 2711
358, 2615
359, 2540
360, 2518
361, 2530
362, 2605
363, 2611
364, 2604
365, 2599
366, 2517
367, 2392
368, 2419
369, 2546
370, 2641
371, 2586
372, 2542
373, 2547
374, 2537
