0, 132
1, 120
2, 131
3, 123
4, 114
5, 143
6, 119
7, 126
8, 166
9, 132
10, 122
11, 134
12, 140
13, 114
14, 135
15, 266
16, 120
17, 137
18, 124
19, 132
20, 126
21, 129
22, 125
23, 121
24, 133
25, 126
26, 439
27, 129
28, 133
29, 137
30, 132
31, 134
32, 121
33, 129
34, 125
35, 121
36, 128
37, 123
38, 127
39, 123
40, 127
41, 117
42, 134
43, 124
44, 124
45, 130
46, 121
47, 134
48, 123
49, 133
50, 130
51, 127
52, 124
53, 122
54, 125
55, 128
56, 118
57, 121
58, 276
59, 135
60, 131
61, 118
62, 129
63, 123
64, 124
65, 126
66, 120
67, 129
68, 116
69, 119
70, 128
71, 117
72, 117
73, 121
74, 116
75, 117
76, 123
77, 121
78, 117
79, 121
80, 121
81, 124
82, 123
83, 119
84, 127
85, 117
86, 131
87, 122
88, 110
89, 152
90, 111
91, 114
92, 120
93, 120
94, 119
95, 136
96, 276
97, 129
98, 111
99, 112
100, 165
101, 119
102, 113
103, 116
104, 247
105, 131
106, 122
107, 115
108, 121
109, 124
110, 122
111, 134
112, 120
113, 121
114, 113
115, 122
116, 136
117, 125
118, 121
119, 123
120, 122
121, 129
122, 117
123, 125
124, 124
125, 120
126, 129
127, 127
128, 119
129, 125
130, 115
131, 123
132, 112
133, 126
134, 121
135, 114
136, 114
137, 119
138, 120
139, 105
140, 110
141, 122
142, 118
143, 105
144, 115
145, 262
146, 116
147, 120
148, 117
149, 122
150, 126
151, 257
152, 121
153, 113
154, 120
155, 116
156, 115
157, 111
158, 261
159, 123
160, 123
161, 118
162, 116
163, 111
164, 118
165, 114
166, 124
167, 129
168, 120
169, 118
170, 126
171, 115
172, 95
173, 117
174, 126
175, 126
176, 116
177, 104
178, 263
179, 114
180, 120
181, 121
182, 117
183, 106
184, 126
185, 121
186, 137
187, 115
188, 126
189, 114
190, 119
191, 115
192, 114
193, 222
194, 284
195, 114
196, 120
197, 128
198, 120
199, 131
200, 120
201, 131
202, 113
203, 127
204, 122
205, 115
206, 118
207, 109
208, 110
209, 112
210, 114
211, 114
212, 117
213, 112
214, 121
215, 108
216, 114
217, 109
218, 115
219, 113
220, 123
221, 118
222, 105
223, 114
224, 111
225, 118
226, 104
227, 119
228, 108
229, 122
230, 108
231, 119
232, 118
233, 117
234, 108
235, 107
236, 114
237, 120
238, 115
239, 129
240, 114
241, 114
242, 115
243, 120
244, 121
245, 120
246, 120
247, 114
248, 119
249, 117
250, 119
251, 127
252, 118
253, 114
254, 113
255, 116
256, 110
257, 116
258, 126
259, 117
260, 109
261, 118
262, 119
263, 112
264, 251
265, 119
266, 122
267, 106
268, 121
269, 122
270, 110
271, 116
272, 108
273, 105
274, 118
275, 96
276, 115
277, 115
278, 113
279, 116
280, 123
281, 110
282, 108
283, 105
284, 119
285, 264
286, 120
287, 109
288, 107
289, 112
290, 107
291, 125
292, 105
293, 112
294, 119
295, 106
296, 163
297, 117
298, 115
299, 116
300, 116
301, 114
302, 129
303, 110
304, 105
305, 123
306, 100
307, 113
308, 128
309, 119
310, 114
311, 121
312, 111
313, 75
314, 112
315, 122
316, 119
317, 118
318, 122
319, 115
320, 112
321, 114
322, 116
323, 112
324, 116
325, 119
326, 266
327, 115
328, 111
329, 117
330, 114
331, 114
332, 114
333, 120
334, 113
335, 116
336, 116
337, 104
338, 113
339, 123
340, 121
341, 121
342, 107
343, 113
344, 106
345, 109
346, 111
347, 118
348, 111
349, 110
350, 113
351, 126
352, 112
353, 108
354, 122
355, 107
356, 114
357, 123
358, 117
359, 108
360, 112
361, 114
362, 120
363, 113
364, 261
365, 109
366, 106
367, 115
368, 115
369, 117
370, 119
371, 120
372, 118
373, 120
374, 111
375, 120
376, 117
377, 110
378, 115
379, 116
380, 103
381, 115
382, 110
383, 114
384, 121
385, 104
386, 110
387, 112
388, 118
389, 115
390, 111
391, 114
392, 113
393, 114
394, 122
395, 118
396, 114
397, 107
398, 104
399, 112
400, 110
401, 120
402, 116
403, 113
404, 107
405, 116
406, 115
407, 103
408, 121
409, 120
410, 123
411, 112
412, 114
413, 109
414, 103
415, 112
416, 113
417, 114
418, 105
419, 112
420, 111
421, 119
422, 116
423, 117
424, 113
425, 106
426, 106
427, 105
428, 103
429, 109
430, 124
431, 94
432, 109
433, 104
434, 111
435, 115
436, 114
437, 111
438, 121
439, 104
440, 120
441, 104
442, 112
443, 107
444, 121
445, 111
446, 123
447, 251
448, 114
449, 117
450, 112
451, 102
452, 112
453, 112
454, 101
455, 113
456, 108
457, 103
458, 119
459, 265
460, 115
461, 111
462, 114
463, 108
464, 121
465, 122
466, 116
467, 118
468, 117
469, 107
470, 108
471, 119
472, 106
473, 141
474, 116
475, 117
476, 114
477, 108
478, 109
479, 115
480, 99
481, 104
482, 109
483, 109
484, 110
485, 102
486, 107
487, 121
488, 105
489, 106
490, 110
491, 106
492, 111
493, 107
494, 104
495, 116
496, 106
497, 110
498, 110
499, 105
500, 113
501, 120
502, 110
503, 116
504, 107
505, 119
506, 111
507, 118
508, 107
509, 110
510, 118
511, 116
512, 94
513, 118
514, 108
515, 108
516, 103
517, 106
518, 112
519, 111
520, 107
521, 110
522, 114
523, 107
524, 110
525, 116
526, 106
527, 108
528, 102
529, 108
530, 113
531, 108
532, 109
533, 114
534, 113
535, 113
536, 113
537, 107
538, 108
539, 119
540, 113
541, 113
542, 116
543, 103
544, 104
545, 109
546, 97
547, 111
548, 100
549, 107
550, 99
551, 99
552, 96
553, 111
554, 112
555, 110
556, 108
557, 105
558, 110
559, 107
560, 120
561, 119
562, 123
563, 112
564, 114
565, 111
566, 104
567, 104
568, 119
569, 114
570, 112
571, 111
572, 105
573, 106
574, 102
575, 113
576, 114
577, 111
578, 110
579, 104
580, 109
581, 106
582, 112
583, 116
584, 105
585, 133
586, 104
587, 109
588, 109
589, 107
590, 97
591, 103
592, 109
593, 109
594, 94
595, 123
596, 108
597, 109
598, 101
599, 108
600, 110
601, 119
602, 103
603, 113
604, 109
605, 92
606, 114
607, 116
608, 109
609, 101
610, 109
611, 106
612, 113
613, 111
614, 107
615, 105
616, 104
617, 243
618, 116
619, 102
620, 111
621, 109
622, 114
623, 123
624, 114
625, 114
626, 115
627, 118
628, 118
629, 116
630, 104
631, 110
632, 108
633, 110
634, 113
635, 111
636, 108
637, 113
638, 122
639, 121
640, 112
641, 115
642, 117
643, 104
644, 117
645, 117
646, 110
647, 121
648, 105
649, 109
650, 109
651, 118
652, 107
653, 117
654, 105
655, 111
656, 106
657, 102
658, 115
659, 109
660, 112
661, 116
662, 108
663, 104
664, 105
665, 113
666, 111
667, 109
668, 103
669, 105
670, 113
671, 110
672, 97
673, 106
674, 107
675, 117
676, 106
677, 101
678, 98
679, 110
680, 121
681, 106
682, 95
683, 110
684, 96
685, 109
686, 104
687, 108
688, 106
689, 101
690, 99
691, 119
692, 105
693, 108
694, 113
695, 118
696, 112
697, 109
698, 101
699, 111
700, 114
701, 109
702, 101
703, 109
704, 116
705, 106
706, 107
707, 127
708, 99
709, 93
710, 114
711, 104
712, 110
713, 108
714, 113
715, 110
716, 111
717, 106
718, 117
719, 117
720, 114
721, 110
722, 110
723, 101
724, 119
725, 110
726, 112
727, 118
728, 99
729, 110
730, 116
731, 115
732, 108
733, 270
734, 114
735, 111
736, 256
737, 109
738, 110
739, 114
740, 106
741, 115
742, 113
743, 106
744, 110
745, 110
746, 112
747, 121
748, 116
749, 252
750, 112
751, 107
752, 115
753, 113
754, 111
755, 99
756, 116
757, 110
758, 119
759, 110
760, 112
761, 107
762, 246
763, 108
764, 118
