SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 18 13:58:13 GMT-05:00 2013
User: bianchi
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 50000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 0 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
365.73	0.00
365.92	0.00
366.12	0.00
366.32	0.00
366.52	0.00
366.72	0.00
366.91	0.00
367.11	0.00
367.31	0.00
367.51	0.00
367.70	0.00
367.90	0.00
368.10	0.00
368.30	0.00
368.49	0.00
368.69	0.00
368.89	0.00
369.09	0.00
369.28	0.00
369.48	0.00
369.68	0.00
369.87	0.00
370.07	0.00
370.27	0.00
370.47	0.00
370.66	105.32
370.86	110.01
371.06	140.43
371.25	194.26
371.45	184.90
371.65	100.64
371.84	175.54
372.04	35.11
372.24	224.69
372.44	182.56
372.63	180.22
372.83	191.92
373.03	117.03
373.22	201.29
373.42	238.73
373.62	266.82
373.81	205.97
374.01	283.20
374.21	196.60
374.40	245.76
374.60	266.82
374.79	264.48
374.99	283.20
375.19	224.69
375.38	238.73
375.58	311.29
375.78	297.25
375.97	245.76
376.17	271.50
376.37	243.42
376.56	203.63
376.76	121.71
376.95	196.60
377.15	271.50
377.35	285.55
377.54	334.70
377.74	215.33
377.93	236.39
378.13	339.38
378.33	290.23
378.52	313.63
378.72	306.61
378.91	264.48
379.11	301.93
379.31	322.99
379.50	355.76
379.70	259.80
379.89	311.29
380.09	294.91
380.28	299.59
380.48	322.99
380.68	280.86
380.87	376.83
381.07	346.40
381.26	285.55
381.46	327.68
381.65	255.12
381.85	292.57
382.04	353.42
382.24	358.10
382.43	327.68
382.63	301.93
382.83	367.46
383.02	341.72
383.22	341.72
383.41	311.29
383.61	299.59
383.80	374.49
384.00	320.65
384.19	400.23
384.39	383.85
384.58	341.72
384.78	414.27
384.97	428.32
385.17	470.45
385.36	372.15
385.56	320.65
385.75	320.65
385.95	423.64
386.14	484.49
386.34	416.62
386.53	404.91
386.72	454.06
386.92	423.64
387.11	454.06
387.31	414.27
387.50	400.23
387.70	470.45
387.89	472.79
388.09	421.30
388.28	425.98
388.48	454.06
388.67	470.45
388.86	566.41
389.06	449.38
389.25	437.68
389.45	505.56
389.64	442.36
389.84	428.32
390.03	414.27
390.22	444.70
390.42	472.79
390.61	486.83
390.81	528.96
391.00	470.45
391.19	505.56
391.39	475.13
391.58	564.07
391.78	421.30
391.97	533.64
392.16	493.85
392.36	540.66
392.55	505.56
392.75	411.93
392.94	634.29
393.13	561.73
393.33	517.26
393.52	559.39
393.71	547.69
393.91	566.41
394.10	596.84
394.29	601.52
394.49	578.11
394.68	634.29
394.88	617.90
395.07	664.71
395.26	587.47
395.46	557.05
395.65	582.79
395.84	592.16
396.04	716.20
396.23	662.37
396.42	662.37
396.62	674.07
396.81	627.26
397.00	627.26
397.19	674.07
397.39	615.56
397.58	685.78
397.77	650.67
397.97	716.20
398.16	739.61
398.35	748.97
398.55	667.05
398.74	643.65
398.93	697.48
399.12	737.27
399.32	732.59
399.51	795.78
399.70	788.76
399.90	699.82
400.09	751.31
400.28	805.14
400.47	816.85
400.67	809.83
400.86	844.93
401.05	922.17
401.24	793.44
401.44	826.21
401.63	868.34
401.82	866.00
402.01	821.53
402.21	821.53
402.40	884.72
402.59	887.06
402.78	861.32
402.97	877.70
403.17	821.53
403.36	844.93
403.55	812.17
403.74	880.04
403.93	922.17
404.13	950.26
404.32	884.72
404.51	922.17
404.70	926.85
404.89	1071.97
405.09	983.02
405.28	917.49
405.47	961.96
405.66	1020.47
405.85	1067.28
406.05	905.79
406.24	1011.11
406.43	968.98
406.62	992.39
406.81	1060.26
407.00	1069.62
407.20	1043.88
407.39	1034.52
407.58	1048.56
407.77	1004.09
407.96	1203.04
408.15	1104.73
408.34	1050.90
408.54	1039.20
408.73	1069.62
408.92	1111.75
409.11	1181.97
409.30	1228.78
409.49	1142.18
409.68	1198.35
409.87	1165.59
410.07	1132.82
410.26	1270.91
410.45	1142.18
410.64	1280.27
410.83	1177.29
411.02	1231.12
411.21	1336.45
411.40	1254.53
411.59	1233.46
411.78	1359.85
411.98	1313.04
412.17	1308.36
412.36	1310.70
412.55	1376.24
412.74	1345.81
412.93	1453.47
413.12	1247.51
413.31	1420.71
413.50	1425.39
413.69	1350.49
413.88	1378.58
414.07	1416.02
414.26	1537.73
414.45	1481.56
414.64	1523.69
414.83	1521.35
415.02	1554.12
415.22	1547.09
415.41	1582.20
415.60	1636.03
415.79	1589.22
415.98	1549.43
416.17	1598.59
416.36	1605.61
416.55	1643.06
416.74	1664.12
416.93	1645.40
417.12	1652.42
417.31	1703.91
417.50	1717.95
417.69	1834.98
417.88	1680.50
418.07	1668.80
418.26	1659.44
418.45	1657.10
418.64	1755.40
418.83	1900.52
419.02	1781.15
419.21	1891.15
419.39	1849.02
419.58	1881.79
419.77	2024.56
419.96	1874.77
420.15	1954.35
420.34	1874.77
420.53	1898.17
420.72	1930.94
420.91	1879.45
421.10	1966.05
421.29	2031.58
421.48	1952.01
421.67	2134.57
421.86	1961.37
422.05	1998.82
422.24	2038.61
422.43	2052.65
422.61	1949.67
422.80	2026.90
422.99	2059.67
423.18	2066.69
423.37	2122.87
423.56	1949.67
423.75	1846.68
423.94	1853.70
424.13	1893.49
424.32	1879.45
424.50	1996.48
424.69	2057.33
424.88	2050.31
425.07	2101.80
425.26	1940.30
425.45	2047.97
425.64	2045.63
425.83	2094.78
426.01	2064.35
426.20	1994.14
426.39	2052.65
426.58	2106.48
426.77	2043.29
426.96	2141.59
427.15	1991.80
427.33	2120.53
427.52	2113.50
427.71	2083.08
427.90	2284.36
428.09	2211.81
428.28	2244.57
428.46	2253.94
428.65	2284.36
428.84	2333.51
429.03	2256.28
429.22	2097.12
429.40	2380.32
429.59	2146.27
429.78	2176.70
429.97	2207.13
430.16	2253.94
430.34	2228.19
430.53	2305.43
430.72	2307.77
430.91	2310.11
431.10	2319.47
431.28	2314.79
431.47	2492.67
431.66	2445.86
431.85	2359.26
432.03	2422.45
432.22	2569.91
432.41	2530.12
432.60	2450.54
432.79	2480.97
432.97	2572.25
433.16	2558.21
433.35	2464.58
433.54	2567.57
433.72	2623.74
433.91	2567.57
434.10	2455.22
434.28	2527.78
434.47	2450.54
434.66	2546.50
434.85	2602.68
435.03	2614.38
435.22	2448.20
435.41	2647.15
435.59	2644.81
435.78	2759.49
435.97	2609.70
436.16	2679.91
436.34	2635.44
436.53	2602.68
436.72	2792.26
436.90	2583.95
437.09	2726.72
437.28	2623.74
437.46	2761.83
437.65	2602.68
437.84	2869.50
438.02	2815.66
438.21	2885.88
438.40	2815.66
438.58	2822.69
438.77	2895.24
438.96	2878.86
439.14	2979.50
439.33	3056.74
439.52	3009.93
439.70	3070.78
439.89	3021.63
440.08	3052.06
440.26	2995.89
440.45	3014.61
440.63	3047.38
440.82	3049.72
441.01	3129.30
441.19	3283.77
441.38	3218.24
441.57	3272.07
441.75	3239.30
441.94	3421.86
442.12	3339.94
442.31	3428.88
442.50	3300.16
442.68	3424.20
442.87	3356.33
443.05	3304.84
443.24	3447.61
443.43	3281.43
443.61	3358.67
443.80	3485.06
443.98	3321.22
444.17	3304.84
444.35	3433.57
444.54	3550.59
